NAZ_OBEC,KOD_LAU1,NAZ_LAU1,KOD_CZNUTS3,NAZ_CZNUTS3
Velké Hamry,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj
Vlastiboř,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj
Zásada,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj
Zlatá Olešnice,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj
Železný Brod,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj
Liberec,CZ0513,Liberec,CZ051,Liberecký kraj
Žíšov,CZ0317,Tábor,CZ031,Jihočeský kraj
Bílá,CZ0513,Liberec,CZ051,Liberecký kraj
Bílý Kostel nad Nisou,CZ0513,Liberec,CZ051,Liberecký kraj
Zadní Střítež,CZ0317,Tábor,CZ031,Jihočeský kraj
Bulovka,CZ0513,Liberec,CZ051,Liberecký kraj
Cetenov,CZ0513,Liberec,CZ051,Liberecký kraj
Únice,CZ0316,Strakonice,CZ031,Jihočeský kraj
Český Dub,CZ0513,Liberec,CZ051,Liberecký kraj
Kubova Huť,CZ0315,Prachatice,CZ031,Jihočeský kraj
Klenovice,CZ0317,Tábor,CZ031,Jihočeský kraj
Dolní Řasnice,CZ0513,Liberec,CZ051,Liberecký kraj
Frýdlant,CZ0513,Liberec,CZ051,Liberecký kraj
Habartice,CZ0513,Liberec,CZ051,Liberecký kraj
Hejnice,CZ0513,Liberec,CZ051,Liberecký kraj
Hlavice,CZ0513,Liberec,CZ051,Liberecký kraj
Hodkovice nad Mohelkou,CZ0513,Liberec,CZ051,Liberecký kraj
Horní Řasnice,CZ0513,Liberec,CZ051,Liberecký kraj
Poštovice,CZ0203,Kladno,CZ020,Středočeský kraj
Hrádek nad Nisou,CZ0513,Liberec,CZ051,Liberecký kraj
Chotyně,CZ0513,Liberec,CZ051,Liberecký kraj
Chrastava,CZ0513,Liberec,CZ051,Liberecký kraj
Plchov,CZ0203,Kladno,CZ020,Středočeský kraj
Jindřichovice pod Smrkem,CZ0513,Liberec,CZ051,Liberecký kraj
Kobyly,CZ0513,Liberec,CZ051,Liberecký kraj
Libochovičky,CZ0203,Kladno,CZ020,Středočeský kraj
Krásný Les,CZ0513,Liberec,CZ051,Liberecký kraj
Kryštofovo Údolí,CZ0513,Liberec,CZ051,Liberecký kraj
Křižany,CZ0513,Liberec,CZ051,Liberecký kraj
Páleč,CZ0203,Kladno,CZ020,Středočeský kraj
Lázně Libverda,CZ0513,Liberec,CZ051,Liberecký kraj
Počaply,CZ020B,Příbram,CZ020,Středočeský kraj
Nestrašovice,CZ020B,Příbram,CZ020,Středočeský kraj
Mníšek,CZ0513,Liberec,CZ051,Liberecký kraj
Chrást,CZ020B,Příbram,CZ020,Středočeský kraj
Horčápsko,CZ020B,Příbram,CZ020,Středočeský kraj
Nové Město pod Smrkem,CZ0513,Liberec,CZ051,Liberecký kraj
Svojšice,CZ020B,Příbram,CZ020,Středočeský kraj
Oldřichov v Hájích,CZ0513,Liberec,CZ051,Liberecký kraj
Osečná,CZ0513,Liberec,CZ051,Liberecký kraj
Pěnčín,CZ0513,Liberec,CZ051,Liberecký kraj
Pertoltice,CZ0513,Liberec,CZ051,Liberecký kraj
Zbenice,CZ020B,Příbram,CZ020,Středočeský kraj
Županovice,CZ020B,Příbram,CZ020,Středočeský kraj
Lazsko,CZ020B,Příbram,CZ020,Středočeský kraj
Příšovice,CZ0513,Liberec,CZ051,Liberecký kraj
Vrančice,CZ020B,Příbram,CZ020,Středočeský kraj
Raspenava,CZ0513,Liberec,CZ051,Liberecký kraj
Radětice,CZ020B,Příbram,CZ020,Středočeský kraj
Rynoltice,CZ0513,Liberec,CZ051,Liberecký kraj
Soběslavice,CZ0513,Liberec,CZ051,Liberecký kraj
Cetyně,CZ020B,Příbram,CZ020,Středočeský kraj
Světlá pod Ještědem,CZ0513,Liberec,CZ051,Liberecký kraj
Svijanský Újezd,CZ0513,Liberec,CZ051,Liberecký kraj
Svijany,CZ0513,Liberec,CZ051,Liberecký kraj
Sychrov,CZ0513,Liberec,CZ051,Liberecký kraj
Šimonovice,CZ0513,Liberec,CZ051,Liberecký kraj
Narysov,CZ020B,Příbram,CZ020,Středočeský kraj
Podlesí,CZ020B,Příbram,CZ020,Středočeský kraj
Višňová,CZ0513,Liberec,CZ051,Liberecký kraj
Dubno,CZ020B,Příbram,CZ020,Středočeský kraj
Vlastibořice,CZ0513,Liberec,CZ051,Liberecký kraj
Nepomuk,CZ020B,Příbram,CZ020,Středočeský kraj
Všelibice,CZ0513,Liberec,CZ051,Liberecký kraj
Zdislava,CZ0513,Liberec,CZ051,Liberecký kraj
Bohostice,CZ020B,Příbram,CZ020,Středočeský kraj
Litoměřice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Bechlín,CZ0423,Litoměřice,CZ042,Ústecký kraj
Starosedlský Hrádek,CZ020B,Příbram,CZ020,Středočeský kraj
Bohušovice nad Ohří,CZ0423,Litoměřice,CZ042,Ústecký kraj
Hlubyně,CZ020B,Příbram,CZ020,Středočeský kraj
Brňany,CZ0423,Litoměřice,CZ042,Ústecký kraj
Brozany nad Ohří,CZ0423,Litoměřice,CZ042,Ústecký kraj
Sedlice,CZ020B,Příbram,CZ020,Středočeský kraj
Bříza,CZ0423,Litoměřice,CZ042,Ústecký kraj
Budyně nad Ohří,CZ0423,Litoměřice,CZ042,Ústecký kraj
Bukovany,CZ020B,Příbram,CZ020,Středočeský kraj
Ctiněves,CZ0423,Litoměřice,CZ042,Ústecký kraj
Drahobudice,CZ0204,Kolín,CZ020,Středočeský kraj
Černiv,CZ0423,Litoměřice,CZ042,Ústecký kraj
Masojedy,CZ0204,Kolín,CZ020,Středočeský kraj
Čížkovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Děčany,CZ0423,Litoměřice,CZ042,Ústecký kraj
Dlažkovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Dobříň,CZ0423,Litoměřice,CZ042,Ústecký kraj
Doksany,CZ0423,Litoměřice,CZ042,Ústecký kraj
Konojedy,CZ0209,Praha-východ,CZ020,Středočeský kraj
Drahobuz,CZ0423,Litoměřice,CZ042,Ústecký kraj
Prusice,CZ0209,Praha-východ,CZ020,Středočeský kraj
Výžerky,CZ0209,Praha-východ,CZ020,Středočeský kraj
Hradešín,CZ0204,Kolín,CZ020,Středočeský kraj
Dušníky,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vrátkov,CZ0204,Kolín,CZ020,Středočeský kraj
Evaň,CZ0423,Litoměřice,CZ042,Ústecký kraj
Hlinná,CZ0423,Litoměřice,CZ042,Ústecký kraj
Horní Beřkovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Březí,CZ0209,Praha-východ,CZ020,Středočeský kraj
Hoštka,CZ0423,Litoměřice,CZ042,Ústecký kraj
Doubek,CZ0209,Praha-východ,CZ020,Středočeský kraj
Hrobce,CZ0423,Litoměřice,CZ042,Ústecký kraj
Nupaky,CZ0209,Praha-východ,CZ020,Středočeský kraj
Herink,CZ0209,Praha-východ,CZ020,Středočeský kraj
Chodouny,CZ0423,Litoměřice,CZ042,Ústecký kraj
Chodovlice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Chotěšov,CZ0423,Litoměřice,CZ042,Ústecký kraj
Chotiměř,CZ0423,Litoměřice,CZ042,Ústecký kraj
Chotiněves,CZ0423,Litoměřice,CZ042,Ústecký kraj
Káraný,CZ0209,Praha-východ,CZ020,Středočeský kraj
Květnice,CZ0209,Praha-východ,CZ020,Středočeský kraj
Křenice,CZ0209,Praha-východ,CZ020,Středočeský kraj
Dobročovice,CZ0209,Praha-východ,CZ020,Středočeský kraj
Keblice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Klapý,CZ0423,Litoměřice,CZ042,Ústecký kraj
Kleneč,CZ0423,Litoměřice,CZ042,Ústecký kraj
Břežany,CZ020C,Rakovník,CZ020,Středočeský kraj
Kostomlaty pod Řípem,CZ0423,Litoměřice,CZ042,Ústecký kraj
Krabčice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Křesín,CZ0423,Litoměřice,CZ042,Ústecký kraj
Křešice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Kyškovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Levín,CZ0423,Litoměřice,CZ042,Ústecký kraj
Lhotka nad Labem,CZ0423,Litoměřice,CZ042,Ústecký kraj
Liběšice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Všesulov,CZ020C,Rakovník,CZ020,Středočeský kraj
Libkovice pod Řípem,CZ0423,Litoměřice,CZ042,Ústecký kraj
Libochovany,CZ0423,Litoměřice,CZ042,Ústecký kraj
Libochovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Libotenice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Děkov,CZ020C,Rakovník,CZ020,Středočeský kraj
Kolešov,CZ020C,Rakovník,CZ020,Středočeský kraj
Hracholusky,CZ020C,Rakovník,CZ020,Středočeský kraj
Lovečkovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Lovosice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Lukavec,CZ0423,Litoměřice,CZ042,Ústecký kraj
Malé Žernoseky,CZ0423,Litoměřice,CZ042,Ústecký kraj
Martiněves,CZ0423,Litoměřice,CZ042,Ústecký kraj
Přílepy,CZ020C,Rakovník,CZ020,Středočeský kraj
Janov,CZ020C,Rakovník,CZ020,Středočeský kraj
Karlova Ves,CZ020C,Rakovník,CZ020,Středočeský kraj
Mlékojedy,CZ0423,Litoměřice,CZ042,Ústecký kraj
Mnetěš,CZ0423,Litoměřice,CZ042,Ústecký kraj
Mšené-lázně,CZ0423,Litoměřice,CZ042,Ústecký kraj
Švihov,CZ020C,Rakovník,CZ020,Středočeský kraj
Hvozd,CZ020C,Rakovník,CZ020,Středočeský kraj
Nové Dvory,CZ0423,Litoměřice,CZ042,Ústecký kraj
Krakov,CZ020C,Rakovník,CZ020,Středočeský kraj
Krakovec,CZ020C,Rakovník,CZ020,Středočeský kraj
Malinová,CZ020C,Rakovník,CZ020,Středočeský kraj
Kozojedy,CZ020C,Rakovník,CZ020,Středočeský kraj
Ploskovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Smilovice,CZ020C,Rakovník,CZ020,Středočeský kraj
Podsedice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Bdín,CZ020C,Rakovník,CZ020,Středočeský kraj
Polepy,CZ0423,Litoměřice,CZ042,Ústecký kraj
Kalivody,CZ020C,Rakovník,CZ020,Středočeský kraj
Prackovice nad Labem,CZ0423,Litoměřice,CZ042,Ústecký kraj
Milý,CZ020C,Rakovník,CZ020,Středočeský kraj
Přestavlky,CZ0423,Litoměřice,CZ042,Ústecký kraj
Račice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Račiněves,CZ0423,Litoměřice,CZ042,Ústecký kraj
Řeřichy,CZ020C,Rakovník,CZ020,Středočeský kraj
Václavy,CZ020C,Rakovník,CZ020,Středočeský kraj
Radovesice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Sovínky,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Rochov,CZ0423,Litoměřice,CZ042,Ústecký kraj
Roudnice nad Labem,CZ0423,Litoměřice,CZ042,Ústecký kraj
Lipník,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Vlkava,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Plužná,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Siřejovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Slatina,CZ0423,Litoměřice,CZ042,Ústecký kraj
Snědovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vinařice,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Rohatsko,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Mečeříž,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Rabakov,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Řitonice,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Straškov-Vodochody,CZ0423,Litoměřice,CZ042,Ústecký kraj
Sulejovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Štětí,CZ0423,Litoměřice,CZ042,Ústecký kraj
Terezín,CZ0423,Litoměřice,CZ042,Ústecký kraj
Veselice,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Hrušov,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Travčice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Bílá Hlína,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Třebenice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Třebenice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Třebívlice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Charvatce,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Třebušín,CZ0423,Litoměřice,CZ042,Ústecký kraj
Úpohlavy,CZ0423,Litoměřice,CZ042,Ústecký kraj
Úštěk,CZ0423,Litoměřice,CZ042,Ústecký kraj
Mohelnice nad Jizerou,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Vědomice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Velemín,CZ0423,Litoměřice,CZ042,Ústecký kraj
Velké Žernoseky,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vchynice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vlastislav,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vražkov,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vrbice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vrbičany,CZ0423,Litoměřice,CZ042,Ústecký kraj
Vrutice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Sudoměř,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Žabovřesky nad Ohří,CZ0423,Litoměřice,CZ042,Ústecký kraj
Žalhostice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Židovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Žitenice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Louny,CZ0424,Louny,CZ042,Ústecký kraj
Louny,CZ0424,Louny,CZ042,Ústecký kraj
Hlavenec,CZ0209,Praha-východ,CZ020,Středočeský kraj
Bitozeves,CZ0424,Louny,CZ042,Ústecký kraj
Blatno,CZ0424,Louny,CZ042,Ústecký kraj
Blažim,CZ0424,Louny,CZ042,Ústecký kraj
Blšany,CZ0424,Louny,CZ042,Ústecký kraj
Jizerní Vtelno,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Košátky,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj
Vřeskovice,CZ0322,Klatovy,CZ032,Plzeňský kraj
Břvany,CZ0424,Louny,CZ042,Ústecký kraj
Všekary,CZ0321,Domažlice,CZ032,Plzeňský kraj
Čečovice,CZ0321,Domažlice,CZ032,Plzeňský kraj
Černovice,CZ0321,Domažlice,CZ032,Plzeňský kraj
Štichov,CZ0321,Domažlice,CZ032,Plzeňský kraj
Deštnice,CZ0424,Louny,CZ042,Ústecký kraj
Brnířov,CZ0321,Domažlice,CZ032,Plzeňský kraj
Kanice,CZ0321,Domažlice,CZ032,Plzeňský kraj
Domoušice,CZ0424,Louny,CZ042,Ústecký kraj
Úboč,CZ0321,Domažlice,CZ032,Plzeňský kraj
Hradiště,CZ0321,Domažlice,CZ032,Plzeňský kraj
Holedeč,CZ0424,Louny,CZ042,Ústecký kraj
Hříškov,CZ0424,Louny,CZ042,Ústecký kraj
Otov,CZ0321,Domažlice,CZ032,Plzeňský kraj
Hřivice,CZ0424,Louny,CZ042,Ústecký kraj
Chlumčany,CZ0424,Louny,CZ042,Ústecký kraj
Chožov,CZ0424,Louny,CZ042,Ústecký kraj
Vlkanov,CZ0321,Domažlice,CZ032,Plzeňský kraj
Hora Svatého Václava,CZ0321,Domažlice,CZ032,Plzeňský kraj
Koštice,CZ0424,Louny,CZ042,Ústecký kraj
Mnichov,CZ0321,Domažlice,CZ032,Plzeňský kraj
Krásný Dvůr,CZ0424,Louny,CZ042,Ústecký kraj
Kryry,CZ0424,Louny,CZ042,Ústecký kraj
Kryry,CZ0424,Louny,CZ042,Ústecký kraj
Lenešice,CZ0424,Louny,CZ042,Ústecký kraj
Hvožďany,CZ0321,Domažlice,CZ032,Plzeňský kraj
Libčeves,CZ0424,Louny,CZ042,Ústecký kraj
Liběšice,CZ0424,Louny,CZ042,Ústecký kraj
Poděvousy,CZ0321,Domažlice,CZ032,Plzeňský kraj
Pelechy,CZ0321,Domažlice,CZ032,Plzeňský kraj
Libořice,CZ0424,Louny,CZ042,Ústecký kraj
Hlince,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Lipno,CZ0424,Louny,CZ042,Ústecký kraj
Lišany,CZ0424,Louny,CZ042,Ústecký kraj
Líté,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Lubenec,CZ0424,Louny,CZ042,Ústecký kraj
Loza,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Měcholupy,CZ0424,Louny,CZ042,Ústecký kraj
Lochousice,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Bohy,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Brodeslavy,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Všehrdy,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Nepomyšl,CZ0424,Louny,CZ042,Ústecký kraj
Nové Sedlo,CZ0424,Louny,CZ042,Ústecký kraj
Očihov,CZ0424,Louny,CZ042,Ústecký kraj
Panenský Týnec,CZ0424,Louny,CZ042,Ústecký kraj
Myslinka,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Peruc,CZ0424,Louny,CZ042,Ústecký kraj
Petrohrad,CZ0424,Louny,CZ042,Ústecký kraj
Pnětluky,CZ0424,Louny,CZ042,Ústecký kraj
Počedělice,CZ0424,Louny,CZ042,Ústecký kraj
Újezd nade Mží,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Podbořanský Rohozec,CZ0424,Louny,CZ042,Ústecký kraj
Podbořany,CZ0424,Louny,CZ042,Ústecký kraj
Postoloprty,CZ0424,Louny,CZ042,Ústecký kraj
Postoloprty,CZ0424,Louny,CZ042,Ústecký kraj
Černíkovice,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Hlohovčice,CZ0321,Domažlice,CZ032,Plzeňský kraj
Raná,CZ0424,Louny,CZ042,Ústecký kraj
Ročov,CZ0424,Louny,CZ042,Ústecký kraj
Vrbice,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj
Dražovice,CZ0322,Klatovy,CZ032,Plzeňský kraj
Vlčí,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj
Borovno,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj
Slavětín,CZ0424,Louny,CZ042,Ústecký kraj
Smolnice,CZ0424,Louny,CZ042,Ústecký kraj
Holovousy,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Slatina,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Bdeněves,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Blažim,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Pastuchovice,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Všenice,CZ0326,Rokycany,CZ032,Plzeňský kraj
Terešov,CZ0326,Rokycany,CZ032,Plzeňský kraj
Kamenec,CZ0326,Rokycany,CZ032,Plzeňský kraj
Toužetín,CZ0424,Louny,CZ042,Ústecký kraj
Němčovice,CZ0326,Rokycany,CZ032,Plzeňský kraj
Skomelno,CZ0326,Rokycany,CZ032,Plzeňský kraj
Tuchořice,CZ0424,Louny,CZ042,Ústecký kraj
Plískov,CZ0326,Rokycany,CZ032,Plzeňský kraj
Velemyšleves,CZ0424,Louny,CZ042,Ústecký kraj
Olbramov,CZ0327,Tachov,CZ032,Plzeňský kraj
Veltěže,CZ0424,Louny,CZ042,Ústecký kraj
Růžová,CZ0421,Děčín,CZ042,Ústecký kraj
Vinařice,CZ0424,Louny,CZ042,Ústecký kraj
Vrbno nad Lesy,CZ0424,Louny,CZ042,Ústecký kraj
Vroutek,CZ0424,Louny,CZ042,Ústecký kraj
Raková,CZ0326,Rokycany,CZ032,Plzeňský kraj
Výškov,CZ0424,Louny,CZ042,Ústecký kraj
Výrov,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Zbrašín,CZ0424,Louny,CZ042,Ústecký kraj
Žatec,CZ0424,Louny,CZ042,Ústecký kraj
Ostrovec-Lhotka,CZ0326,Rokycany,CZ032,Plzeňský kraj
Lhota pod Radčem,CZ0326,Rokycany,CZ032,Plzeňský kraj
Žiželice,CZ0424,Louny,CZ042,Ústecký kraj
Most,CZ0425,Most,CZ042,Ústecký kraj
Bečov,CZ0425,Most,CZ042,Ústecký kraj
Bělušice,CZ0425,Most,CZ042,Ústecký kraj
Braňany,CZ0425,Most,CZ042,Ústecký kraj
Brandov,CZ0425,Most,CZ042,Ústecký kraj
Příšov,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Český Jiřetín,CZ0425,Most,CZ042,Ústecký kraj
Havraň,CZ0425,Most,CZ042,Ústecký kraj
Hora Svaté Kateřiny,CZ0425,Most,CZ042,Ústecký kraj
Horní Jiřetín,CZ0425,Most,CZ042,Ústecký kraj
Klíny,CZ0425,Most,CZ042,Ústecký kraj
Korozluky,CZ0425,Most,CZ042,Ústecký kraj
Lišnice,CZ0425,Most,CZ042,Ústecký kraj
Litvínov,CZ0425,Most,CZ042,Ústecký kraj
Lom,CZ0425,Most,CZ042,Ústecký kraj
Louka u Litvínova,CZ0425,Most,CZ042,Ústecký kraj
Lužice,CZ0425,Most,CZ042,Ústecký kraj
Malé Březno,CZ0425,Most,CZ042,Ústecký kraj
Mariánské Radčice,CZ0425,Most,CZ042,Ústecký kraj
Meziboří,CZ0425,Most,CZ042,Ústecký kraj
Nová Ves v Horách,CZ0425,Most,CZ042,Ústecký kraj
Obrnice,CZ0425,Most,CZ042,Ústecký kraj
Patokryje,CZ0425,Most,CZ042,Ústecký kraj
Polerady,CZ0425,Most,CZ042,Ústecký kraj
Skršín,CZ0425,Most,CZ042,Ústecký kraj
Želenice,CZ0425,Most,CZ042,Ústecký kraj
Teplice,CZ0426,Teplice,CZ042,Ústecký kraj
Bílina,CZ0426,Teplice,CZ042,Ústecký kraj
Bořislav,CZ0426,Teplice,CZ042,Ústecký kraj
Bystřany,CZ0426,Teplice,CZ042,Ústecký kraj
Bžany,CZ0426,Teplice,CZ042,Ústecký kraj
Dubí,CZ0426,Teplice,CZ042,Ústecký kraj
Duchcov,CZ0426,Teplice,CZ042,Ústecký kraj
Háj u Duchcova,CZ0426,Teplice,CZ042,Ústecký kraj
Hostomice,CZ0426,Teplice,CZ042,Ústecký kraj
Hrob,CZ0426,Teplice,CZ042,Ústecký kraj
Hrobčice,CZ0426,Teplice,CZ042,Ústecký kraj
Jeníkov,CZ0426,Teplice,CZ042,Ústecký kraj
Kladruby,CZ0426,Teplice,CZ042,Ústecký kraj
Kostomlaty pod Milešovkou,CZ0426,Teplice,CZ042,Ústecký kraj
Košťany,CZ0426,Teplice,CZ042,Ústecký kraj
Krupka,CZ0426,Teplice,CZ042,Ústecký kraj
Lahošť,CZ0426,Teplice,CZ042,Ústecký kraj
Ledvice,CZ0426,Teplice,CZ042,Ústecký kraj
Měrunice,CZ0426,Teplice,CZ042,Ústecký kraj
Mikulov,CZ0426,Teplice,CZ042,Ústecký kraj
Modlany,CZ0426,Teplice,CZ042,Ústecký kraj
Moldava,CZ0426,Teplice,CZ042,Ústecký kraj
Novosedlice,CZ0426,Teplice,CZ042,Ústecký kraj
Ohníč,CZ0426,Teplice,CZ042,Ústecký kraj
Osek,CZ0426,Teplice,CZ042,Ústecký kraj
Proboštov,CZ0426,Teplice,CZ042,Ústecký kraj
Rtyně nad Bílinou,CZ0426,Teplice,CZ042,Ústecký kraj
Srbice,CZ0426,Teplice,CZ042,Ústecký kraj
Světec,CZ0426,Teplice,CZ042,Ústecký kraj
Újezdeček,CZ0426,Teplice,CZ042,Ústecký kraj
Zabrušany,CZ0426,Teplice,CZ042,Ústecký kraj
Žalany,CZ0426,Teplice,CZ042,Ústecký kraj
Žim,CZ0426,Teplice,CZ042,Ústecký kraj
Dolní Zálezly,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Habrovany,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Homole u Panny,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Chabařovice,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Chlumec,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Chlumec,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Chuderov,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Libouchec,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Malé Březno,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Malečov,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Petrovice,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Povrly,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Žermanice,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj
Kružberk,CZ0805,Opava,CZ080,Moravskoslezský kraj
Staré Těchanovice,CZ0805,Opava,CZ080,Moravskoslezský kraj
Řehlovice,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Řehlovice,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Hať,CZ0805,Opava,CZ080,Moravskoslezský kraj
Darkovice,CZ0805,Opava,CZ080,Moravskoslezský kraj
Děhylov,CZ0805,Opava,CZ080,Moravskoslezský kraj
Vřesina,CZ0805,Opava,CZ080,Moravskoslezský kraj
Budišovice,CZ0805,Opava,CZ080,Moravskoslezský kraj
Mikolajice,CZ0805,Opava,CZ080,Moravskoslezský kraj
Tašov,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Telnice,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Tisá,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Radkov,CZ0805,Opava,CZ080,Moravskoslezský kraj
Štáblovice,CZ0805,Opava,CZ080,Moravskoslezský kraj
Uhlířov,CZ0805,Opava,CZ080,Moravskoslezský kraj
Velké Březno,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Hlubočec,CZ0805,Opava,CZ080,Moravskoslezský kraj
Rohov,CZ0805,Opava,CZ080,Moravskoslezský kraj
Zubrnice,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Doloplazy,CZ0712,Olomouc,CZ071,Olomoucký kraj
Slatina,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj
Havlíčkův Brod,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Havlíčkův Brod,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Havlíčkův Brod,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Velké Albrechtice,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj
Bordovice,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj
Zbyslavice,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj
Bojiště,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Borek,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Závišice,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj
Bernartice nad Odrou,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj
Čachotín,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
